cell,markers
thymus fibroblasts,"['SIGLEC5', 'TLR9', 'PCDHA11', 'PCDHGC5', 'TRHR', 'KIR3DL1', 'UGT1A9', 'NTSR1', 'TRBV12-3', 'KIR2DL3']"
thymus mesothelial cells,"['MSLN', 'MUC16', 'SLC39A8', 'PROCR', 'PKHD1L1', 'LRP2', 'RAET1G', 'ROR2', 'EFNB3', 'IGHG4']"
thymus smooth muscle cells,"['SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'UGT1A9', 'NTSR1', 'TRHR', 'PCDHA11', 'GP5']"
tongue basal keratinocytes,"['SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'PCDHA11', 'KIR3DL1', 'PCDHA6', 'TRHR', 'GP5', 'UGT1A9']"
tongue endothelial cells,"['SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'PCDHA11', 'PCDHA6', 'UGT1A9', 'NTSR1', 'TPTE']"
tongue serous glandular cells,"['FNDC5', 'CCR4', 'SIGLEC5', 'IGHG4', 'PCDHGC5', 'TRBV12-3', 'TLR9', 'PCDHA11', 'KIR3DL1', 'PCDHA6']"
tongue smooth muscle cells,"['APCDD1', 'SIGLEC5', 'TRHR', 'TRBV12-3', 'TLR9', 'UGT1A9', 'PCDHGC5', 'NTSR1', 'KIR3DL1', 'GP5']"
tongue suprabasal keratinocytes,"['DSC2', 'LYPD3', 'CLCA2', 'RAET1G', 'EPHA1', 'PLA2G3', 'SIGLEC5', 'PCDHGC5', 'TRBV12-3', 'TLR9']"
vascular endothelial cells,"['SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'UGT1A9', 'NTSR1', 'PCDHA11', 'PCDHA6', 'TPTE']"
vascular fibroblasts,"['SIGLEC5', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'UGT1A9', 'NTSR1', 'PCDHA11', 'TRBV12-3', 'GP5', 'KIR2DL3']"
vascular schwann cells,"['ITGB8', 'MPZ', 'CDH19', 'GPM6B', 'SCN7A', 'SLC15A3', 'CHL1', 'CADM4', 'CADM3', 'ABCA2']"
vascular smooth muscle cells,"['SIGLEC5', 'TRBV12-3', 'TLR9', 'PCDHGC5', 'KIR3DL1', 'TRHR', 'UGT1A9', 'GP5', 'NTSR1', 'KIR2DL3']"
