cell,markers
prostate endothelial cells,"['FLT1', 'LIFR', 'PLVAP', 'CLEC14A', 'AQP1', 'PTPRB', 'PECAM1', 'PODXL', 'LRRC32', 'SELP']"
skin smooth muscle cells,"['ADRA2A', 'P2RX1', 'ITGA8', 'PGAP1', 'CDH6', 'AOC3', 'ADRA2C', 'SLC2A4', 'NTRK2', 'ROR2']"
vascular fibroblasts,"['SCARA5', 'LAMA2', 'PDGFRA', 'EGFR', 'DDR2', 'PCDH18', 'ABCA8', 'NID2', 'COL6A2', 'LRRN4CL']"
adipose tissue smooth muscle cells,"['STEAP4', 'SCN4B', 'AGTR1', 'EDNRA', 'SLC7A2', 'ENPEP', 'VIPR1', 'SUCNR1', 'PDGFRB', 'CSPG4']"
brain microglial cells,"['ABCB1', 'COLEC12', 'FLT1', 'KCNK17', 'SIGLEC5', 'PCDHGC5', 'PCDHA11', 'PCDHA6', 'LPAR5', 'TMEFF1']"
esophagus basal squamous epithelial cells,"['SLC6A15', 'CDH3', 'TNFSF18', 'SIGLEC5', 'PCDHGC5', 'PCDHA6', 'TRHR', 'PCDHA11', 'TPTE', 'HTR1D']"
pancreas pancreatic endocrine cells,"['SIGLEC5', 'PCDHGC5', 'KIR2DL3', 'IGSF1', 'TRHR', 'PCDHA11', 'TPTE', 'TMEFF1', 'PCDHA6', 'GP5']"
testis macrophages,"['CD163', 'CD14', 'IL1R2', 'FCGR3A', 'ITGB2', 'EVI2A', 'MSR1', 'FCGR1A', 'FCGR2B', 'CLEC5A']"
endometrium endothelial cells,"['PCDH17', 'CALCRL', 'LEPR', 'CDH5', 'TEK', 'APLNR', 'CD34', 'SLC39A10', 'TIE1', 'SIGLEC5']"
adipose tissue monocytes,"['LILRA5', 'PILRA', 'VNN1', 'LILRA1', 'LRRC25', 'SIGLEC10', 'LILRB1', 'VSTM1', 'CD101', 'SIGLEC5']"
endometrium smooth muscle cells,"['AOC3', 'ITGA7', 'CDH6', 'KCNK17', 'CSPG4', 'PLXDC1', 'SIGLEC5', 'PCDHGC5', 'PCDHA11', 'TRHR']"
esophagus smooth muscle cells,"['EDNRA', 'ITGA7', 'ADRA2A', 'MRGPRF', 'ATP1B2', 'NPY1R', 'AOC3', 'CDH6', 'SUSD5', 'TRPC6']"
tongue granulocytes,"['CD69', 'KIT', 'SIGLEC6', 'GPR65', 'KIAA1549', 'IL18R1', 'IL5RA', 'TNFRSF9', 'CD274', 'CRLF2']"
esophagus endothelial cells,"['PLVAP', 'AQP1', 'RAMP3', 'CALCRL', 'FLT4', 'SLCO2A1', 'PKHD1L1', 'S1PR1', 'IL3RA', 'SELP']"
lung macrophages,"['HLA-DRA', 'HLA-DPA1', 'HLA-DPB1', 'HLA-DQB1', 'CD163', 'HLA-DRB5', 'MCEMP1', 'MRC1', 'HLA-DQA2', 'GPNMB']"
eye muller glia cells,"['CLU', 'GPM6B', 'RTN4', 'SLC1A3', 'ENO1', 'SLITRK2', 'SLC2A1', 'F3', 'SLC15A3', 'GOLIM4']"
liver smooth muscle cells,"['SELP', 'JAM2', 'SLCO2A1', 'ITGA10', 'SIGLEC5', 'PCDHGC5', 'PCDHA11', 'PCDHA6', 'TRHR', 'GP5']"
testis endothelial cells,"['RAMP3', 'CD34', 'CLEC14A', 'TIE1', 'FAM171A1', 'CALCRL', 'PTPRB', 'APLNR', 'TEK', 'PCDHGC5']"
pbmc b-cells,"['CD79A', 'IGHM', 'CD79B', 'MS4A1', 'CD37', 'CD22', 'LTB', 'FCER2', 'IL4R', 'CD180']"
placenta extravillous trophoblasts,"['EFNA1', 'ABCA7', 'LY6K', 'SLCO4A1', 'ADAM12', 'ITGA5', 'CD276', 'IGSF8', 'SLC6A2', 'PDCD1LG2']"
placenta syncytiotrophoblasts,"['ST3GAL4', 'LYPD3', 'SLC38A9', 'SLC26A2', 'CCR7', 'SLC19A1', 'APMAP', 'SLC19A2', 'SIGLEC6', 'SEMA7A']"
small intestine undifferentiated cells,"['FGFRL1', 'EPHB3', 'CACNA2D2', 'SIGLEC5', 'PCDHGC5', 'PCDHA11', 'PCDHA6', 'TRHR', 'TPTE', 'TMEFF1']"
thymus fibroblasts,"['LAMA2', 'SCARA5', 'MPZ', 'CDH19', 'PDGFRA', 'PTPRS', 'ABCA8', 'ENTPD2', 'CNTFR', 'LRP1']"
brain inhibitory neurons,"['CNTNAP2', 'SGCZ', 'CDH13', 'THSD7A', 'ROBO1', 'SDK1', 'TRHDE', 'CDH9', 'KIT', 'NTNG1']"
lung granulocytes,"['AREG', 'KIT', 'SIGLEC6', 'KCNH2', 'NTRK1', 'ATP6V0A2', 'CRLF2', 'HS6ST1', 'P2RX1', 'SIGLEC5']"
fallopian tube macrophages,"['PLAUR', 'OLR1', 'HLA-DPA1', 'CYBB', 'CD163', 'HLA-DPB1', 'CD14', 'MRC1', 'HLA-DRA', 'MSR1']"
salivary gland salivary duct cells,"['SIGLEC5', 'PCDHA6', 'PCDHGC5', 'TPTE', 'TMEFF1', 'TRHR', 'HTR1D', 'PCDHA11', 'UGT1A9', 'TLR9']"
kidney macrophages,"['CD14', 'LRRC25', 'CLEC12A', 'LILRA5', 'PILRA', 'FCGR1A', 'CD86', 'LILRA1', 'FCGR3A', 'SIGLEC9']"
tongue smooth muscle cells,"['APCDD1', 'THBS2', 'LAMA2', 'PCDH18', 'CNTFR', 'CDH15', 'DDR2', 'SIGLEC5', 'TRHR', 'PCDHA11']"
pbmc platelets,"['TAGLN2', 'CLU', 'CLEC1B', 'ITGB3', 'ITGA2B', 'TBXA2R', 'ESAM', 'ACTN1', 'JAM3', 'CD226']"
pbmc macrophages,"['CYBB', 'CLEC12A', 'BST1', 'KCNE3', 'OSCAR', 'VNN2', 'TLR4', 'IL17RA', 'VSTM1', 'CD302']"
liver t-cells,"['KLRB1', 'PRF1', 'CD7', 'KLRF1', 'CD3D', 'KLRC1', 'TRAC', 'IL2RB', 'CD2', 'CD160']"
salivary gland serous glandular cells,"['IL1R2', 'FCGR3B', 'FOLR1', 'VNN2', 'SORL1', 'DNER', 'CR1', 'MCEMP1', 'CXCR1', 'ALPL']"
skeletal muscle macrophages,"['AREG', 'HLA-DRA', 'PLAUR', 'HLA-DPB1', 'CYBB', 'CPVL', 'ITGAX', 'MRC1', 'CD14', 'HLA-DPA1']"
ovary ovarian stromal cells,"['PDGFRA', 'CDH11', 'ABCA8', 'SIGLEC5', 'PCDHGC5', 'PCDHA6', 'TRHR', 'PCDHA11', 'TPTE', 'PCDHGB1']"
tongue suprabasal keratinocytes,"['KRT1', 'LYPD3', 'DSC2', 'EMP1', 'RAET1G', 'F3', 'EPHA1', 'CLCA2', 'PLA2G3', 'LY6K']"
esophagus t-cells,"['CD3D', 'CD3G', 'CD7', 'KLRC1', 'CD2', 'CD96', 'GPR174', 'CD40LG', 'CD5', 'PDCD1']"
skin melanocytes,"['DCT', 'TYRP1', 'BCAN', 'KIT', 'SLC6A15', 'SLC1A4', 'SLITRK2', 'SLC45A2', 'L1CAM', 'PLXNC1']"
breast endothelial cells,"['PKHD1L1', 'FLT4', 'LRRC15', 'NRP2', 'SIGLEC5', 'TRHR', 'PCDHGC5', 'TPTE', 'PCDHA11', 'TMEFF1']"
salivary gland fibroblasts,"['LAMA2', 'CTSK', 'SCARA5', 'LEPR', 'ABCA8', 'FAP', 'MXRA8', 'THBS2', 'NPR1', 'CNTFR']"
kidney t-cells,"['CD3D', 'TRAC', 'TRBC1', 'PRF1', 'CD2', 'CD3G', 'KLRG1', 'KLRB1', 'IL2RG', 'S1PR5']"
bronchus club cells,"['CEACAM6', 'GPRC5A', 'SLC6A14', 'CDCP1', 'SLC6A8', 'SLC6A6', 'SLC15A2', 'CLEC2B', 'SIGLEC5', 'PCDHGC5']"
prostate macrophages,"['CD163', 'SIGLEC10', 'SLC1A3', 'FCGR2A', 'HLA-DQA2', 'LAIR1', 'CLEC5A', 'CD1D', 'KCNK17', 'MSR1']"
salivary gland macrophages,"['CD163', 'MRC1', 'SLC1A3', 'CPM', 'CLEC5A', 'OLR1', 'MSR1', 'SIGLEC10', 'STAB1', 'SIGLEC1']"
lymph node b-cells,"['CD74', 'CD37', 'CD79A', 'CD83', 'CD69', 'MS4A1', 'FCER2', 'HLA-DRB1', 'CXCR5', 'CD19']"
endometrium ciliated cells,"['CHST6', 'IL5RA', 'CACNG6', 'SIGLEC5', 'TRHR', 'PCDHGC5', 'TPTE', 'PCDHA11', 'PCDHA6', 'GP5']"
placenta cytotrophoblasts,"['FOLR1', 'SIGLEC6', 'S1PR2', 'LRP2', 'SIGLEC5', 'PCDHGC5', 'PCDHA11', 'TRHR', 'HTR1D', 'TPTE']"
brain oligodendrocytes,"['SLC44A1', 'PDE4B', 'UGT8', 'UNC5C', 'HHIP', 'APLP1', 'ABCA2', 'LRP2', 'FGFR2', 'ITGA2']"
placenta t-cells,"['LTB', 'KLRB1', 'TRAC', 'TRBC1', 'PRF1', 'KLRC1', 'CD3D', 'KLRF1', 'KIR2DS4', 'KIR2DL3']"
skin fibroblasts,"['CTSK', 'THBS2', 'LEPR', 'COL6A2', 'SCARA5', 'APCDD1', 'CD70', 'PDGFRA', 'CADM3', 'THY1']"
stomach macrophages,"['PLAUR', 'LILRA5', 'CLEC12A', 'CYBB', 'ITGAX', 'FCAR', 'TLR2', 'CD14', 'CD86', 'LRRC25']"
prostate t-cells,"['IL7R', 'CD2', 'CD3G', 'CD3D', 'CD69', 'KLRC1', 'CD96', 'CD160', 'SLAMF6', 'P2RY10']"
heart muscle fibroblasts,"['CDH19', 'SCN7A', 'SCARA5', 'ABCA8', 'LAMA2', 'PDGFRA', 'DDR2', 'ITGA11', 'SIGLEC5', 'PCDHGC5']"
brain oligodendrocyte precursor cells,"['PCDH15', 'PTPRZ1', 'SEMA5A', 'LRRN1', 'CHST11', 'PDGFRA', 'BCAN', 'NLGN4X', 'CSPG5', 'TEK']"
skin granulocytes,"['ENPP3', 'CRLF2', 'SIGLEC5', 'PCDHGC5', 'PCDHA11', 'TRHR', 'PCDHA6', 'TPTE', 'TMEFF1', 'PCDHGB4']"
vascular schwann cells,"['GPM6B', 'MPZ', 'CDH19', 'ITGB8', 'SCN7A', 'CHL1', 'ERBB3', 'L1CAM', 'GPR155', 'CADM4']"
endometrium t-cells,"['IL2RB', 'CD96', 'KLRB1', 'CD7', 'KLRC1', 'TMIGD2', 'TRBC1', 'CD2', 'NMUR1', 'FCRL6']"
tongue t-cells,"['IL7R', 'CD2', 'CD3G', 'CD96', 'TRAC', 'CD3D', 'CD28', 'CD40LG', 'CCR4', 'TRBC1']"
esophagus squamous epithelial cells,"['DSC2', 'LYPD3', 'TACSTD2', 'MPZL2', 'CLCA2', 'EPHA1', 'PROM2', 'SLC6A11', 'SIGLEC5', 'RAET1G']"
fallopian tube fibroblasts,"['SLC2A1', 'THY1', 'COL6A2', 'PDGFRA', 'AGTR2', 'F3', 'MRC2', 'ADRA2C', 'MXRA8', 'JAM3']"
pbmc dendritic cells,"['IL3RA', 'EPHB1', 'CXCR3', 'TNFRSF21', 'KCNK17', 'FLT3', 'CSF2RB', 'PTPRS', 'PLXNA4', 'SLC9A7']"
ovary endothelial cells,"['CLEC14A', 'CD34', 'CLEC1A', 'APLNR', 'SIGLEC5', 'SLC6A2', 'PCDHGC5', 'TRHR', 'PCDHA11', 'PCDHA6']"
skeletal muscle fibroblasts,"['COL6A2', 'ABCA8', 'THY1', 'CTSK', 'SCARA5', 'MRC2', 'MXRA8', 'ENPP1', 'SCN7A', 'EGFR']"
esophagus macrophages,"['STAB1', 'SIGLEC1', 'CYBB', 'CD68', 'MSR1', 'ITGAM', 'FCGR2A', 'SIGLEC7', 'SIGLEC12', 'SIGLEC9']"
pbmc nk-cells,"['KLRF1', 'PRF1', 'CD7', 'CD160', 'IL2RB', 'S1PR5', 'FCRL6', 'KLRC1', 'NMUR1', 'KIR2DS4']"
testis early spermatids,"['TMC7', 'IL13RA2', 'SLC38A9', 'SIRPG', 'CLDN12', 'SLC44A5', 'TLR3', 'CD19', 'SLC38A6', 'SIGLEC5']"
fallopian tube t-cells,"['IL7R', 'CD7', 'KLRB1', 'CD2', 'TRBC1', 'TRAC', 'CD96', 'KLRC1', 'CD3D', 'CLEC2B']"
lymph node t-cells,"['IL7R', 'SELL', 'CD3D', 'CD2', 'CD6', 'CD3G', 'CD5', 'CCR7', 'CD28', 'GPR174']"
ovary oocytes,"['ADCY9', 'ZP4', 'MGAT5B', 'CHRNA3', 'IL3RA', 'CACNA2D2', 'SLC29A4', 'CDH4', 'GPR39', 'CDH15']"
