Tissue	Cell type	Negative Gene Names
heart muscle	endothelial cells	['THY1', 'PDGFRA', 'NOTCH1', 'AQP1', 'CD36', 'SLC5A1', 'SIRPA', 'DDR2']
heart muscle	fibroblasts	['SIRPA', 'NOTCH1', 'AQP1', 'CD36', 'SLC5A1']
heart muscle	smooth muscle cells	['THY1', 'PDGFRA', 'NOTCH1', 'AQP1', 'CD36', 'SLC5A1', 'SIRPA', 'DDR2']
colon	paneth cells	['ALCAM']
vascular	smooth muscle cells	['TSPAN8', 'DPP4', 'ICAM1', 'CD55', 'TEK', 'PODXL', 'RAMP3', 'FLT4', 'THSD1', 'PROCR', 'CD82', 'ITGB3', 'THBD', 'VCAM1', 'APLNR', 'ECE1', 'FLT1', 'PECAM1', 'STAB1', 'NRP2', 'EMP1', 'CD34', 'TGFBR2', 'CLEC14A', 'NPR1', 'ENG', 'PLVAP', 'CALCRL', 'HSPG2', 'TIE1', 'ICAM2', 'AQP1', 'CLEC1B', 'SLC7A5', 'SEMA7A', 'CDH5', 'CD36', 'HYAL2', 'MCAM', 'SLC2A1', 'PTPRB', 'LIFR']
eye	rod photoreceptor cells	['CNTNAP2', 'NTNG1', 'TPBG']
small intestine	intestinal goblet cells	['TLR9', 'IL4R', 'ALCAM']
skin	endothelial cells	['SLC45A2', 'THY1', 'CD80', 'HLA-DQB1', 'DPP4', 'MXRA8', 'ATP1B1', 'ACHE', 'HLA-DQB2', 'EPCAM', 'TLR9', 'FCGR2A', 'APCDD1', 'HLA-DQA2', 'CTNS', 'CD36', 'FCGR1A', 'HLA-DRB1', 'FAP', 'VIM', 'HLA-DRA', 'TLR2', 'HLA-DRB5', 'TYRP1', 'PDGFRA', 'DCT', 'GPNMB', 'TLR4', 'HLA-DQA1', 'ENPP1', 'COL6A2', 'PTPRC']
skin	suprabasal keratinocytes	['SLC45A2', 'THY1', 'CD80', 'HLA-DQB1', 'DPP4', 'MXRA8', 'ATP1B1', 'ACHE', 'HLA-DQB2', 'EPCAM', 'TLR9', 'FCGR2A', 'APCDD1', 'HLA-DQA2', 'CTNS', 'CD36', 'FCGR1A', 'HLA-DRB1', 'FAP', 'VIM', 'HLA-DRA', 'TLR2', 'HLA-DRB5', 'TYRP1', 'PDGFRA', 'DCT', 'GPNMB', 'TLR4', 'HLA-DQA1', 'ENPP1', 'COL6A2', 'PTPRC']
skin	melanocytes	['THY1', 'CD80', 'HLA-DQB1', 'DPP4', 'MXRA8', 'ACHE', 'HLA-DQB2', 'EPCAM', 'TLR9', 'FCGR2A', 'APCDD1', 'HLA-DQA2', 'CD36', 'FCGR1A', 'HLA-DRB1', 'FAP', 'VIM', 'HLA-DRA', 'TLR2', 'HLA-DRB5', 'PDGFRA', 'GPNMB', 'TLR4', 'HLA-DQA1', 'COL6A2', 'PTPRC']
skin	smooth muscle cells	['SLC45A2', 'THY1', 'CD80', 'HLA-DQB1', 'DPP4', 'MXRA8', 'ATP1B1', 'ACHE', 'HLA-DQB2', 'EPCAM', 'TLR9', 'FCGR2A', 'APCDD1', 'HLA-DQA2', 'CTNS', 'CD36', 'FCGR1A', 'HLA-DRB1', 'FAP', 'VIM', 'HLA-DRA', 'TLR2', 'HLA-DRB5', 'TYRP1', 'PDGFRA', 'DCT', 'GPNMB', 'TLR4', 'HLA-DQA1', 'ENPP1', 'COL6A2', 'PTPRC']
skin	fibroblasts	['SLC45A2', 'CD80', 'HLA-DQB1', 'ATP1B1', 'ACHE', 'HLA-DQB2', 'EPCAM', 'TLR9', 'FCGR2A', 'HLA-DQA2', 'CTNS', 'FCGR1A', 'HLA-DRB1', 'HLA-DRA', 'TLR2', 'HLA-DRB5', 'TYRP1', 'DCT', 'GPNMB', 'TLR4', 'HLA-DQA1', 'ENPP1', 'PTPRC']
skin	basal keratinocytes	['SLC45A2', 'THY1', 'CD80', 'HLA-DQB1', 'DPP4', 'MXRA8', 'ATP1B1', 'ACHE', 'HLA-DQB2', 'EPCAM', 'TLR9', 'FCGR2A', 'APCDD1', 'HLA-DQA2', 'CTNS', 'CD36', 'FCGR1A', 'HLA-DRB1', 'FAP', 'VIM', 'HLA-DRA', 'TLR2', 'HLA-DRB5', 'TYRP1', 'PDGFRA', 'DCT', 'GPNMB', 'TLR4', 'HLA-DQA1', 'ENPP1', 'COL6A2', 'PTPRC']
adipose tissue	fibroblasts	['MPZL1', 'ADRB2', 'TMEM26', 'LRP1', 'AOC3', 'COL6A2', 'EGFR', 'ADAM12', 'TLR4', 'TLR2', 'TNFRSF9', 'STEAP4', 'SLC1A5', 'SLC2A4', 'FZD4']
pancreas	endothelial cells	['THY1', 'TSPAN8', 'AMBP', 'AQP1', 'TACSTD2', 'FAP']
pancreas	exocrine glandular cells	['THY1', 'TSPAN8', 'AMBP', 'AQP1', 'TACSTD2', 'FAP']
pancreas	pancreatic endocrine cells	['THY1', 'TSPAN8', 'AMBP', 'AQP1', 'TACSTD2', 'FAP']
pancreas	fibroblasts	['TSPAN8', 'AQP1', 'AMBP', 'TACSTD2']
lung	alveolar cells type 2	['THY1', 'CD34', 'PDGFRB', 'GPRC5A', 'CD163', 'PDGFRA', 'FAP', 'EMP2', 'ICAM1', 'P2RX7', 'DDR2', 'CD36', 'VIM', 'COL6A2', 'PTPRC']
testis	sertoli cells	['THBS2', 'PTCH1', 'PLAUR', 'EDNRA']
ovary	lymphatic endothelial cells	['GAPDH', 'MCAM']
ovary	endothelial cells	['GAPDH', 'MCAM']
ovary	smooth muscle cells	['GAPDH', 'MCAM']
ovary	oocytes	['GAPDH', 'MCAM']
ovary	ovarian stromal cells	['GAPDH', 'MCAM']
breast	breast glandular cells	['THY1', 'EGFR', 'STEAP4', 'PDGFRB', 'MPZL1', 'ADRB2', 'TMEM26', 'LRP1', 'ITGB1', 'AOC3', 'SLC1A5', 'ADAM12', 'TLR2', 'PDGFRA', 'SLC2A4', 'TLR4', 'FZD4', 'TNFRSF9', 'COL6A2']
breast	endothelial cells	['THY1', 'EGFR', 'STEAP4', 'PDGFRB', 'MPZL1', 'ADRB2', 'TMEM26', 'LRP1', 'ITGB1', 'AOC3', 'SLC1A5', 'ADAM12', 'TLR2', 'PDGFRA', 'SLC2A4', 'TLR4', 'FZD4', 'TNFRSF9', 'COL6A2']
breast	smooth muscle cells	['THY1', 'EGFR', 'STEAP4', 'PDGFRB', 'MPZL1', 'ADRB2', 'TMEM26', 'LRP1', 'ITGB1', 'AOC3', 'SLC1A5', 'ADAM12', 'TLR2', 'PDGFRA', 'SLC2A4', 'TLR4', 'FZD4', 'TNFRSF9', 'COL6A2']
breast	fibroblasts	['MPZL1', 'ADRB2', 'TMEM26', 'LRP1', 'AOC3', 'COL6A2', 'EGFR', 'ADAM12', 'TLR4', 'TLR2', 'TNFRSF9', 'STEAP4', 'SLC1A5', 'SLC2A4', 'FZD4']
breast	breast myoepithelial cells	['THY1', 'EGFR', 'STEAP4', 'PDGFRB', 'MPZL1', 'ADRB2', 'TMEM26', 'LRP1', 'ITGB1', 'AOC3', 'SLC1A5', 'ADAM12', 'TLR2', 'PDGFRA', 'SLC2A4', 'TLR4', 'FZD4', 'TNFRSF9', 'COL6A2']
skin	langerhans cells	['SLC45A2', 'TYRP1', 'THY1', 'PDGFRA', 'APCDD1', 'CTNS', 'DCT', 'GPNMB', 'DPP4', 'FAP', 'CD36', 'VIM', 'ENPP1', 'MXRA8', 'ATP1B1', 'COL6A2']
brain	astrocytes	['PCDH15', 'NPC1', 'EPHB1', 'OPCML', 'ERBB3', 'TMEM63A', 'LRRN1', 'ITGB4', 'PCDH9', 'SEMA4D', 'CNTNAP2', 'HEPACAM', 'GRIA2', 'THY1', 'CXADR', 'EVI2A', 'RTN4', 'S1PR5', 'BACE1', 'FGFR2', 'TYRO3', 'UGT8', 'CDH13', 'CSPG4', 'P2RX7', 'TSPAN15', 'EFNB3', 'MCAM', 'ALCAM', 'PDGFRA']
breast	adipocytes	['PDGFRB', 'THY1', 'PDGFRA', 'ITGB1']
stomach	gastric mucus-secreting cells	['THY1', 'CSPG4', 'PDGFRB', 'ITGB1', 'FAP', 'VIM', 'PDGFRA', 'COL6A2']
pancreas	ductal cells	['THY1', 'FAP']
esophagus	basal squamous epithelial cells	['THY1', 'VIM']
esophagus	endothelial cells	['THY1', 'VIM']
esophagus	schwann cells	['THY1', 'VIM']
esophagus	smooth muscle cells	['THY1', 'VIM']
esophagus	squamous epithelial cells	['THY1', 'VIM']
placenta	endothelial cells	['CD63']
placenta	extravillous trophoblasts	['CD63']
placenta	cytotrophoblasts	['CD63']
placenta	smooth muscle cells	['CD63']
placenta	fibroblasts	['CD63']
placenta	hofbauer cells	['CD63']
thymus	endothelial cells	['PDGFRA', 'FAP']
thymus	mesothelial cells	['PDGFRA', 'FAP']
thymus	smooth muscle cells	['PDGFRA', 'FAP']
heart muscle	cardiomyocytes	['THY1', 'PDGFRA', 'DDR2']
skeletal muscle	endothelial cells	['PDGFRA']
skeletal muscle	skeletal myocytes	['PDGFRA']
skeletal muscle	smooth muscle cells	['PDGFRA']
