Tissue	Cell type	Negative Gene Names
heart muscle	endothelial cells	['THY1', 'AQP1', 'SIRPA', 'CD36', 'NOTCH1', 'PDGFRA', 'SLC5A1', 'DDR2']
heart muscle	fibroblasts	['SLC5A1', 'AQP1', 'NOTCH1', 'CD36', 'SIRPA']
heart muscle	smooth muscle cells	['THY1', 'AQP1', 'SIRPA', 'CD36', 'NOTCH1', 'PDGFRA', 'SLC5A1', 'DDR2']
colon	paneth cells	['ALCAM']
vascular	smooth muscle cells	['CLEC14A', 'SLC7A5', 'ENG', 'PODXL', 'SLC2A1', 'TEK', 'PROCR', 'DPP4', 'CLEC1B', 'FLT4', 'HSPG2', 'PECAM1', 'CALCRL', 'APLNR', 'ICAM2', 'PTPRB', 'AQP1', 'CD34', 'NRP2', 'RAMP3', 'THSD1', 'CDH5', 'TSPAN8', 'TIE1', 'ITGB3', 'VCAM1', 'TGFBR2', 'EMP1', 'SEMA7A', 'THBD', 'PLVAP', 'CD36', 'LIFR', 'FLT1', 'CD55', 'HYAL2', 'ECE1', 'CD82', 'MCAM', 'NPR1', 'STAB1', 'ICAM1']
eye	rod photoreceptor cells	['CNTNAP2', 'TPBG', 'NTNG1']
small intestine	intestinal goblet cells	['ALCAM', 'TLR9', 'IL4R']
skin	basal keratinocytes	['HLA-DQB1', 'COL6A2', 'HLA-DQA1', 'PDGFRA', 'HLA-DQB2', 'PTPRC', 'ENPP1', 'DCT', 'HLA-DRA', 'CTNS', 'HLA-DQA2', 'ATP1B1', 'APCDD1', 'MXRA8', 'HLA-DRB1', 'THY1', 'FCGR1A', 'DPP4', 'ACHE', 'CD36', 'TLR9', 'VIM', 'EPCAM', 'CD80', 'FCGR2A', 'HLA-DRB5', 'TLR4', 'TYRP1', 'SLC45A2', 'TLR2', 'FAP', 'GPNMB']
skin	melanocytes	['HLA-DQB1', 'COL6A2', 'HLA-DQA1', 'PDGFRA', 'HLA-DQB2', 'PTPRC', 'HLA-DRA', 'HLA-DQA2', 'APCDD1', 'MXRA8', 'HLA-DRB1', 'THY1', 'FCGR1A', 'DPP4', 'ACHE', 'CD36', 'TLR9', 'VIM', 'EPCAM', 'CD80', 'FCGR2A', 'HLA-DRB5', 'TLR4', 'TLR2', 'FAP', 'GPNMB']
skin	suprabasal keratinocytes	['HLA-DQB1', 'COL6A2', 'HLA-DQA1', 'PDGFRA', 'HLA-DQB2', 'PTPRC', 'ENPP1', 'DCT', 'HLA-DRA', 'CTNS', 'HLA-DQA2', 'ATP1B1', 'APCDD1', 'MXRA8', 'HLA-DRB1', 'THY1', 'FCGR1A', 'DPP4', 'ACHE', 'CD36', 'TLR9', 'VIM', 'EPCAM', 'CD80', 'FCGR2A', 'HLA-DRB5', 'TLR4', 'TYRP1', 'SLC45A2', 'TLR2', 'FAP', 'GPNMB']
skin	smooth muscle cells	['HLA-DQB1', 'COL6A2', 'HLA-DQA1', 'PDGFRA', 'HLA-DQB2', 'PTPRC', 'ENPP1', 'DCT', 'HLA-DRA', 'CTNS', 'HLA-DQA2', 'ATP1B1', 'APCDD1', 'MXRA8', 'HLA-DRB1', 'THY1', 'FCGR1A', 'DPP4', 'ACHE', 'CD36', 'TLR9', 'VIM', 'EPCAM', 'CD80', 'FCGR2A', 'HLA-DRB5', 'TLR4', 'TYRP1', 'SLC45A2', 'TLR2', 'FAP', 'GPNMB']
skin	endothelial cells	['HLA-DQB1', 'COL6A2', 'HLA-DQA1', 'PDGFRA', 'HLA-DQB2', 'PTPRC', 'ENPP1', 'DCT', 'HLA-DRA', 'CTNS', 'HLA-DQA2', 'ATP1B1', 'APCDD1', 'MXRA8', 'HLA-DRB1', 'THY1', 'FCGR1A', 'DPP4', 'ACHE', 'CD36', 'TLR9', 'VIM', 'EPCAM', 'CD80', 'FCGR2A', 'HLA-DRB5', 'TLR4', 'TYRP1', 'SLC45A2', 'TLR2', 'FAP', 'GPNMB']
skin	fibroblasts	['HLA-DQB1', 'HLA-DQA1', 'HLA-DQB2', 'PTPRC', 'ENPP1', 'DCT', 'HLA-DRA', 'CTNS', 'HLA-DQA2', 'ATP1B1', 'HLA-DRB1', 'FCGR1A', 'ACHE', 'TLR9', 'EPCAM', 'CD80', 'FCGR2A', 'HLA-DRB5', 'TLR4', 'TYRP1', 'SLC45A2', 'TLR2', 'GPNMB']
adipose tissue	fibroblasts	['STEAP4', 'SLC2A4', 'ADRB2', 'SLC1A5', 'FZD4', 'TLR4', 'TMEM26', 'COL6A2', 'LRP1', 'AOC3', 'ADAM12', 'MPZL1', 'EGFR', 'TNFRSF9', 'TLR2']
pancreas	pancreatic endocrine cells	['THY1', 'AQP1', 'TACSTD2', 'FAP', 'TSPAN8', 'AMBP']
pancreas	endothelial cells	['THY1', 'AQP1', 'TACSTD2', 'FAP', 'TSPAN8', 'AMBP']
pancreas	fibroblasts	['AMBP', 'TACSTD2', 'AQP1', 'TSPAN8']
pancreas	exocrine glandular cells	['THY1', 'AQP1', 'TACSTD2', 'FAP', 'TSPAN8', 'AMBP']
lung	alveolar cells type 2	['GPRC5A', 'ICAM1', 'THY1', 'CD34', 'COL6A2', 'DDR2', 'P2RX7', 'CD36', 'PDGFRA', 'EMP2', 'PTPRC', 'FAP', 'VIM', 'CD163', 'PDGFRB']
testis	sertoli cells	['EDNRA', 'PLAUR', 'THBS2', 'PTCH1']
ovary	ovarian stromal cells	['GAPDH', 'MCAM']
ovary	lymphatic endothelial cells	['GAPDH', 'MCAM']
ovary	oocytes	['GAPDH', 'MCAM']
ovary	smooth muscle cells	['GAPDH', 'MCAM']
ovary	endothelial cells	['GAPDH', 'MCAM']
breast	smooth muscle cells	['TMEM26', 'COL6A2', 'LRP1', 'PDGFRA', 'SLC1A5', 'PDGFRB', 'STEAP4', 'ADRB2', 'ADAM12', 'AOC3', 'SLC2A4', 'MPZL1', 'THY1', 'EGFR', 'TNFRSF9', 'FZD4', 'TLR4', 'TLR2', 'ITGB1']
breast	endothelial cells	['TMEM26', 'COL6A2', 'LRP1', 'PDGFRA', 'SLC1A5', 'PDGFRB', 'STEAP4', 'ADRB2', 'ADAM12', 'AOC3', 'SLC2A4', 'MPZL1', 'THY1', 'EGFR', 'TNFRSF9', 'FZD4', 'TLR4', 'TLR2', 'ITGB1']
breast	fibroblasts	['STEAP4', 'SLC2A4', 'ADRB2', 'SLC1A5', 'FZD4', 'TLR4', 'TMEM26', 'COL6A2', 'LRP1', 'AOC3', 'ADAM12', 'MPZL1', 'EGFR', 'TNFRSF9', 'TLR2']
breast	breast glandular cells	['TMEM26', 'COL6A2', 'LRP1', 'PDGFRA', 'SLC1A5', 'PDGFRB', 'STEAP4', 'ADRB2', 'ADAM12', 'AOC3', 'SLC2A4', 'MPZL1', 'THY1', 'EGFR', 'TNFRSF9', 'FZD4', 'TLR4', 'TLR2', 'ITGB1']
breast	breast myoepithelial cells	['TMEM26', 'COL6A2', 'LRP1', 'PDGFRA', 'SLC1A5', 'PDGFRB', 'STEAP4', 'ADRB2', 'ADAM12', 'AOC3', 'SLC2A4', 'MPZL1', 'THY1', 'EGFR', 'TNFRSF9', 'FZD4', 'TLR4', 'TLR2', 'ITGB1']
skin	langerhans cells	['THY1', 'VIM', 'COL6A2', 'TYRP1', 'SLC45A2', 'CTNS', 'DPP4', 'ATP1B1', 'CD36', 'PDGFRA', 'APCDD1', 'MXRA8', 'FAP', 'ENPP1', 'GPNMB', 'DCT']
brain	astrocytes	['ERBB3', 'GRIA2', 'EFNB3', 'ALCAM', 'P2RX7', 'SEMA4D', 'PDGFRA', 'CNTNAP2', 'HEPACAM', 'LRRN1', 'UGT8', 'EPHB1', 'TSPAN15', 'PCDH15', 'PCDH9', 'CSPG4', 'OPCML', 'TYRO3', 'ITGB4', 'CXADR', 'EVI2A', 'MCAM', 'TMEM63A', 'CDH13', 'RTN4', 'S1PR5', 'THY1', 'BACE1', 'FGFR2', 'NPC1']
breast	adipocytes	['THY1', 'PDGFRA', 'ITGB1', 'PDGFRB']
stomach	gastric mucus-secreting cells	['COL6A2', 'PDGFRA', 'PDGFRB', 'CSPG4', 'THY1', 'FAP', 'VIM', 'ITGB1']
pancreas	ductal cells	['THY1', 'FAP']
esophagus	squamous epithelial cells	['THY1', 'VIM']
esophagus	smooth muscle cells	['THY1', 'VIM']
esophagus	endothelial cells	['THY1', 'VIM']
esophagus	schwann cells	['THY1', 'VIM']
esophagus	basal squamous epithelial cells	['THY1', 'VIM']
placenta	hofbauer cells	['CD63']
placenta	extravillous trophoblasts	['CD63']
placenta	smooth muscle cells	['CD63']
placenta	endothelial cells	['CD63']
placenta	fibroblasts	['CD63']
placenta	cytotrophoblasts	['CD63']
thymus	endothelial cells	['PDGFRA', 'FAP']
thymus	smooth muscle cells	['PDGFRA', 'FAP']
thymus	mesothelial cells	['PDGFRA', 'FAP']
heart muscle	cardiomyocytes	['THY1', 'PDGFRA', 'DDR2']
skeletal muscle	skeletal myocytes	['PDGFRA']
skeletal muscle	endothelial cells	['PDGFRA']
skeletal muscle	smooth muscle cells	['PDGFRA']
